key_resp_2.keys,key_resp_2.rt,date,expName,frameRate,ParticipantID,
5,1.25095105171,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
,,2018_Mar_14_2120,LexicalDecision,60.0611450886,99999999,
